Table of contents,,,,,,,,,,,
"SHS clients, by state/territory, age group and sex, July 2017 to June 2021",,,,,,,,,,,
,,,,,,,,,,,
Month,Sex,Age group,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National
SEP19,Total,18–19 years,"1,510","1,487",596,269,380,191,115,144,"4,682"
SEP19,Total,20–24 years,"2,912","3,175","1,207",552,823,335,150,270,"9,398"
SEP19,Total,25–29 years,"1,678","2,980",906,504,592,230,148,207,"7,218"
SEP19,Total,30–34 years,"1,756","3,105",987,652,647,227,160,238,"7,744"
SEP19,Total,35–39 years,"1,919","3,232","1,019",610,594,262,160,273,"8,048"
SEP19,Total,40–44 years,"1,691","2,825",878,527,479,208,128,213,"6,928"
SEP19,Total,45–49 years,"1,615","2,490",761,484,376,198,100,185,"6,193"
SEP19,Total,50–54 years,"1,121","1,698",543,335,278,151,81,160,"4,358"
SEP19,Total,55–59 years,714,"1,074",341,218,166,99,54,105,"2,769"
SEP19,Total,60–64 years,426,714,209,130,85,47,30,86,"1,726"
SEP19,Total,65+ years,523,"1,157",213,164,108,78,27,77,"2,345"
SEP19,Total,All Ages,"23,199","32,679","11,949","6,304","6,393","2,407","1,649","3,208","87,606"
AUG19,Female,0–4 years,"1,092","1,295",757,313,324,55,77,140,"4,050"
AUG19,Female,5–9 years,803,"1,216",556,269,239,29,53,150,"3,314"
AUG19,Female,10–14 years,858,"1,029",486,240,194,39,40,178,"3,064"
AUG19,Female,15–17 years,"1,103",808,452,247,251,112,67,150,"3,178"
AUG19,Female,18–19 years,987,905,362,177,243,105,73,90,"2,936"
AUG19,Female,20–24 years,"1,902","2,238",766,429,547,215,118,190,"6,386"
AUG19,Female,25–29 years,"1,173","2,193",672,401,420,152,115,161,"5,271"
AUG19,Female,30–34 years,"1,229","2,400",701,487,446,133,112,193,"5,677"
AUG19,Female,35–39 years,"1,238","2,401",647,470,405,161,101,178,"5,586"
AUG19,Female,40–44 years,998,"1,937",518,366,295,117,76,147,"4,441"
AUG19,Female,45–49 years,913,"1,586",430,312,202,87,46,114,"3,680"
AUG19,Female,50–54 years,579,992,286,201,129,66,42,88,"2,377"
AUG19,Female,55–59 years,341,626,176,122,87,47,28,47,"1,472"
AUG19,Female,60–64 years,216,462,103,82,33,26,12,48,981
AUG19,Female,65+ years,264,686,106,87,51,48,9,44,"1,295"
AUG19,Female,All Females,"13,696","20,774","7,018","4,203","3,866","1,392",969,"1,918","53,708"
AUG19,Male,0–4 years,"1,201","1,371",724,310,308,48,107,137,"4,202"
AUG19,Male,5–9 years,839,"1,273",523,268,217,36,65,107,"3,327"
AUG19,Male,10–14 years,846,"1,029",465,228,200,22,43,208,"3,039"
AUG19,Male,15–17 years,715,662,296,138,174,46,46,128,"2,201"
AUG19,Male,18–19 years,529,557,242,108,151,78,37,50,"1,751"
AUG19,Male,20–24 years,"1,033","1,056",409,161,241,130,58,66,"3,145"
AUG19,Male,25–29 years,476,814,265,112,151,93,40,39,"1,985"
AUG19,Male,30–34 years,517,881,287,158,185,99,41,45,"2,207"
AUG19,Male,35–39 years,710,"1,046",362,182,181,111,70,77,"2,730"
AUG19,Male,40–44 years,687,"1,029",360,189,172,90,52,76,"2,648"
AUG19,Male,45–49 years,744,947,353,180,151,110,46,60,"2,584"
AUG19,Male,50–54 years,539,699,263,138,135,91,38,72,"1,971"
AUG19,Male,55–59 years,365,511,169,104,81,55,31,55,"1,370"
AUG19,Male,60–64 years,228,321,118,72,46,23,18,36,856
AUG19,Male,65+ years,268,513,114,93,62,49,20,43,"1,159"
AUG19,Male,All Males,"9,697","12,709","4,950","2,441","2,455","1,081",712,"1,199","35,175"
AUG19,Total,0–4 years,"2,293","2,666","1,481",623,632,103,184,277,"8,252"
AUG19,Total,5–9 years,"1,642","2,489","1,079",537,456,65,118,257,"6,641"
AUG19,Total,10–14 years,"1,704","2,058",951,468,394,61,83,386,"6,103"
AUG19,Total,15–17 years,"1,818","1,470",748,385,425,158,113,278,"5,379"
AUG19,Total,18–19 years,"1,516","1,462",604,285,394,183,110,140,"4,687"
AUG19,Total,20–24 years,"2,935","3,294","1,175",590,788,345,176,256,"9,531"
AUG19,Total,25–29 years,"1,649","3,007",937,513,571,245,155,200,"7,256"
AUG19,Total,30–34 years,"1,746","3,281",988,645,631,232,153,238,"7,884"
AUG19,Total,35–39 years,"1,948","3,447","1,009",652,586,272,171,255,"8,316"
AUG19,Total,40–44 years,"1,685","2,966",878,555,467,207,128,223,"7,089"
AUG19,Total,45–49 years,"1,657","2,533",783,492,353,197,92,174,"6,264"
AUG19,Total,50–54 years,"1,118","1,691",549,339,264,157,80,160,"4,348"
AUG19,Total,55–59 years,706,"1,137",345,226,168,102,59,102,"2,842"
AUG19,Total,60–64 years,444,783,221,154,79,49,30,84,"1,837"
AUG19,Total,65+ years,532,"1,199",220,180,113,97,29,87,"2,454"
AUG19,Total,All Ages,"23,393","33,483","11,968","6,644","6,321","2,473","1,681","3,117","88,883"
JUL19,Female,0–4 years,"1,087","1,237",753,299,296,51,76,138,"3,934"
JUL19,Female,5–9 years,779,"1,174",610,261,236,33,51,144,"3,285"
JUL19,Female,10–14 years,862,993,498,216,192,36,42,219,"3,057"
JUL19,Female,15–17 years,"1,116",837,439,239,250,99,66,157,"3,196"
JUL19,Female,18–19 years,974,949,352,179,243,109,66,81,"2,946"
JUL19,Female,20–24 years,"1,851","2,263",759,437,550,219,111,172,"6,345"
JUL19,Female,25–29 years,"1,164","2,238",697,381,414,148,105,171,"5,302"
JUL19,Female,30–34 years,"1,270","2,464",711,487,484,140,112,198,"5,849"
JUL19,Female,35–39 years,"1,250","2,407",647,485,408,155,94,169,"5,601"
JUL19,Female,40–44 years,991,"1,950",488,378,302,119,74,135,"4,421"
JUL19,Female,45–49 years,870,"1,594",436,291,222,92,41,107,"3,642"
JUL19,Female,50–54 years,594,987,283,204,133,61,37,92,"2,386"
JUL19,Female,55–59 years,355,657,188,113,79,51,22,51,"1,512"
JUL19,Female,60–64 years,219,465,96,78,46,24,12,53,993
JUL19,Female,65+ years,276,697,102,87,46,41,7,43,"1,299"
JUL19,Female,All Females,"13,658","20,912","7,059","4,135","3,901","1,378",916,"1,930","53,768"
JUL19,Male,0–4 years,"1,158","1,383",749,324,294,50,110,131,"4,196"
JUL19,Male,5–9 years,833,"1,249",548,257,212,39,67,120,"3,322"
JUL19,Male,10–14 years,850,"1,012",455,217,186,23,46,236,"3,021"
JUL19,Male,15–17 years,706,684,298,138,176,51,44,154,"2,244"
JUL19,Male,18–19 years,545,542,239,106,142,77,32,41,"1,719"
JUL19,Male,20–24 years,"1,034","1,097",422,165,256,114,59,60,"3,190"
JUL19,Male,25–29 years,472,796,289,128,148,106,35,36,"2,008"
JUL19,Male,30–34 years,506,852,284,156,191,102,37,47,"2,171"
JUL19,Male,35–39 years,675,"1,041",376,186,178,99,59,73,"2,671"
JUL19,Male,40–44 years,689,"1,022",352,188,171,97,57,75,"2,643"
JUL19,Male,45–49 years,751,931,354,192,154,108,45,64,"2,594"
JUL19,Male,50–54 years,543,684,252,134,137,95,36,75,"1,948"
JUL19,Male,55–59 years,379,439,158,97,89,54,24,53,"1,292"
JUL19,Male,60–64 years,230,317,118,64,48,27,18,36,855
JUL19,Male,65+ years,255,510,120,100,61,62,25,44,"1,177"
JUL19,Male,All Males,"9,626","12,559","5,014","2,452","2,443","1,104",694,"1,245","35,051"
JUL19,Total,0–4 years,"2,245","2,620","1,502",623,590,101,186,269,"8,130"
JUL19,Total,5–9 years,"1,612","2,423","1,158",518,448,72,118,264,"6,607"
JUL19,Total,10–14 years,"1,712","2,005",953,433,378,59,88,455,"6,078"
JUL19,Total,15–17 years,"1,822","1,521",737,377,426,150,110,311,"5,440"
JUL19,Total,18–19 years,"1,519","1,491",591,285,385,186,98,122,"4,665"
JUL19,Total,20–24 years,"2,885","3,360","1,181",602,806,333,170,232,"9,535"
JUL19,Total,25–29 years,"1,636","3,034",986,509,562,254,140,207,"7,310"
JUL19,Total,30–34 years,"1,776","3,316",995,643,675,242,149,245,"8,020"
JUL19,Total,35–39 years,"1,925","3,448","1,023",671,586,254,153,242,"8,272"
JUL19,Total,40–44 years,"1,680","2,972",840,566,473,216,131,210,"7,064"
JUL19,Total,45–49 years,"1,621","2,525",790,483,376,200,86,171,"6,236"
JUL19,Total,50–54 years,"1,137","1,671",535,338,270,156,73,167,"4,334"
JUL19,Total,55–59 years,734,"1,096",346,210,168,105,46,104,"2,804"
JUL19,Total,60–64 years,449,782,214,142,94,51,30,89,"1,848"
JUL19,Total,65+ years,531,"1,207",222,187,107,103,32,87,"2,476"
JUL19,Total,All Ages,"23,284","33,471","12,073","6,587","6,344","2,482","1,610","3,175","88,819"
JUN19,Female,0–4 years,"1,083","1,299",736,301,301,46,76,136,"3,977"
JUN19,Female,5–9 years,824,"1,212",616,275,221,23,46,150,"3,364"
JUN19,Female,10–14 years,901,"1,007",502,236,189,38,42,213,"3,124"
JUN19,Female,15–17 years,"1,152",844,418,211,226,99,62,167,"3,175"
JUN19,Female,18–19 years,976,897,363,186,237,108,56,73,"2,895"
JUN19,Female,20–24 years,"1,830","2,152",748,409,532,213,107,176,"6,150"
JUN19,Female,25–29 years,"1,140","2,187",699,417,371,135,103,154,"5,191"
JUN19,Female,30–34 years,"1,269","2,404",707,498,497,134,114,188,"5,794"
JUN19,Female,35–39 years,"1,216","2,331",662,475,396,157,86,167,"5,476"
JUN19,Female,40–44 years,"1,005","1,890",541,381,283,118,74,131,"4,405"
JUN19,Female,45–49 years,837,"1,541",438,300,226,82,33,114,"3,564"
JUN19,Female,50–54 years,582,917,268,202,126,63,34,91,"2,279"
JUN19,Female,55–59 years,346,613,170,101,67,48,24,55,"1,423"
JUN19,Female,60–64 years,232,413,96,77,45,26,15,51,953
JUN19,Female,65+ years,273,646,88,81,42,41,9,49,"1,229"
JUN19,Female,All Females,"13,666","20,353","7,052","4,150","3,759","1,331",881,"1,915","52,999"
JUN19,Male,0–4 years,"1,154","1,400",792,315,312,54,109,140,"4,273"
JUN19,Male,5–9 years,846,"1,292",609,258,209,36,66,120,"3,431"
JUN19,Male,10–14 years,938,995,499,227,197,22,49,211,"3,133"
JUN19,Male,15–17 years,764,671,291,156,171,48,42,128,"2,269"
JUN19,Male,18–19 years,525,541,221,91,131,77,36,48,"1,669"
JUN19,Male,20–24 years,"1,021","1,085",432,158,260,100,54,59,"3,161"
JUN19,Male,25–29 years,468,752,288,104,140,103,33,32,"1,917"
JUN19,Male,30–34 years,490,843,304,146,166,104,38,52,"2,137"
JUN19,Male,35–39 years,645,"1,036",377,176,178,103,53,77,"2,633"
JUN19,Male,40–44 years,688,983,370,185,161,93,60,79,"2,603"
JUN19,Male,45–49 years,746,925,331,207,158,109,40,61,"2,570"
JUN19,Male,50–54 years,543,671,271,115,130,90,38,72,"1,926"
JUN19,Male,55–59 years,384,430,160,87,82,58,23,62,"1,284"
JUN19,Male,60–64 years,218,275,105,54,48,26,18,41,781
JUN19,Male,65+ years,257,505,122,81,53,57,22,46,"1,142"
JUN19,Male,All Males,"9,687","12,404","5,172","2,360","2,396","1,080",681,"1,228","34,929"
JUN19,Total,0–4 years,"2,237","2,699","1,528",616,613,100,185,276,"8,250"
JUN19,Total,5–9 years,"1,670","2,504","1,225",533,430,59,112,270,"6,795"
JUN19,Total,10–14 years,"1,839","2,002","1,001",463,386,60,91,424,"6,257"
JUN19,Total,15–17 years,"1,916","1,515",709,367,397,147,104,295,"5,444"
JUN19,Total,18–19 years,"1,501","1,438",584,277,368,185,92,121,"4,564"
JUN19,Total,20–24 years,"2,851","3,237","1,180",567,792,313,161,235,"9,311"
JUN19,Total,25–29 years,"1,608","2,939",987,521,511,238,136,186,"7,108"
JUN19,Total,30–34 years,"1,759","3,247","1,011",644,663,238,152,240,"7,931"
JUN19,Total,35–39 years,"1,861","3,367","1,039",651,574,260,139,244,"8,109"
JUN19,Total,40–44 years,"1,693","2,873",911,566,444,211,134,210,"7,008"
JUN19,Total,45–49 years,"1,583","2,466",769,507,384,191,73,175,"6,134"
JUN19,Total,50–54 years,"1,125","1,588",539,317,256,153,72,163,"4,205"
JUN19,Total,55–59 years,730,"1,043",330,188,149,106,47,117,"2,707"
JUN19,Total,60–64 years,450,688,201,131,93,52,33,92,"1,734"
JUN19,Total,65+ years,530,"1,151",210,162,95,98,31,95,"2,371"
JUN19,Total,All Ages,"23,353","32,757","12,224","6,510","6,155","2,411","1,562","3,143","87,928"
MAY19,Female,0–4 years,"1,104","1,370",728,307,336,52,84,143,"4,120"
MAY19,Female,5–9 years,787,"1,267",614,273,242,31,49,159,"3,416"
MAY19,Female,10–14 years,901,"1,023",537,213,206,37,38,208,"3,161"
MAY19,Female,15–17 years,"1,261",867,417,226,240,111,59,148,"3,325"
MAY19,Female,18–19 years,977,953,357,199,263,122,66,72,"3,004"
MAY19,Female,20–24 years,"1,888","2,290",806,437,579,212,103,179,"6,479"
MAY19,Female,25–29 years,"1,203","2,299",718,441,422,148,127,168,"5,514"
MAY19,Female,30–34 years,"1,333","2,541",740,526,492,142,116,199,"6,062"
MAY19,Female,35–39 years,"1,245","2,437",672,516,436,163,82,175,"5,713"
MAY19,Female,40–44 years,"1,048","1,989",565,369,319,115,75,155,"4,620"
MAY19,Female,45–49 years,874,"1,640",435,305,261,92,42,121,"3,762"
MAY19,Female,50–54 years,635,"1,012",291,221,131,70,35,103,"2,492"
MAY19,Female,55–59 years,360,645,183,126,78,48,27,61,"1,526"
MAY19,Female,60–64 years,225,450,91,93,48,26,15,53,"1,001"
MAY19,Female,65+ years,277,662,89,95,41,46,11,49,"1,268"
MAY19,Female,All Females,"14,118","21,445","7,243","4,347","4,094","1,415",929,"1,993","55,463"
MAY19,Male,0–4 years,"1,179","1,428",802,344,341,53,116,170,"4,425"
MAY19,Male,5–9 years,839,"1,331",651,255,221,36,70,137,"3,536"
MAY19,Male,10–14 years,877,"1,023",527,226,200,21,47,190,"3,107"
MAY19,Male,15–17 years,807,685,301,140,171,52,42,98,"2,293"
MAY19,Male,18–19 years,566,542,226,94,140,78,34,40,"1,717"
MAY19,Male,20–24 years,"1,051","1,098",434,164,276,124,56,59,"3,251"
MAY19,Male,25–29 years,491,819,307,116,135,103,34,37,"2,039"
MAY19,Male,30–34 years,523,859,342,169,173,101,46,54,"2,262"
MAY19,Male,35–39 years,662,"1,085",401,186,205,106,61,80,"2,771"
MAY19,Male,40–44 years,697,"1,019",413,191,179,99,64,75,"2,723"
MAY19,Male,45–49 years,745,962,363,226,179,110,42,67,"2,684"
MAY19,Male,50–54 years,566,710,278,136,139,96,36,79,"2,036"
MAY19,Male,55–59 years,386,459,170,91,87,55,25,58,"1,325"
MAY19,Male,60–64 years,220,307,113,67,50,26,17,39,836
MAY19,Male,65+ years,283,534,108,99,48,52,23,47,"1,192"
MAY19,Male,All Males,"9,892","12,861","5,436","2,504","2,544","1,112",713,"1,230","36,197"
MAY19,Total,0–4 years,"2,283","2,798","1,530",651,677,105,200,313,"8,545"
MAY19,Total,5–9 years,"1,626","2,598","1,265",528,463,67,119,296,"6,952"
MAY19,Total,10–14 years,"1,778","2,046","1,064",439,406,58,85,398,"6,268"
MAY19,Total,15–17 years,"2,068","1,552",718,366,411,163,101,246,"5,618"
MAY19,Total,18–19 years,"1,543","1,495",583,293,403,200,100,112,"4,721"
MAY19,Total,20–24 years,"2,939","3,388","1,240",601,855,336,159,238,"9,730"
MAY19,Total,25–29 years,"1,694","3,118","1,025",557,557,251,161,205,"7,553"
MAY19,Total,30–34 years,"1,856","3,400","1,082",695,665,243,162,253,"8,324"
MAY19,Total,35–39 years,"1,907","3,522","1,073",702,641,269,143,255,"8,484"
MAY19,Total,40–44 years,"1,745","3,008",978,560,498,214,139,230,"7,343"
MAY19,Total,45–49 years,"1,619","2,602",798,531,440,202,84,188,"6,446"
MAY19,Total,50–54 years,"1,201","1,722",569,357,270,166,71,182,"4,528"
MAY19,Total,55–59 years,746,"1,104",353,217,165,103,52,119,"2,851"
MAY19,Total,60–64 years,445,757,204,160,98,52,32,92,"1,837"
MAY19,Total,65+ years,560,"1,196",197,194,89,98,34,96,"2,460"
MAY19,Total,All Ages,"24,010","34,306","12,679","6,851","6,638","2,527","1,642","3,223","91,660"
APR19,Female,0–4 years,"1,114","1,313",738,294,323,44,80,131,"4,035"
APR19,Female,5–9 years,802,"1,198",595,260,220,33,51,159,"3,312"
APR19,Female,10–14 years,891,990,522,212,188,41,37,177,"3,055"
APR19,Female,15–17 years,"1,250",817,433,218,243,110,50,128,"3,245"
APR19,Female,18–19 years,933,915,374,172,245,114,65,75,"2,889"
APR19,Female,20–24 years,"1,881","2,215",773,430,558,204,109,187,"6,343"
APR19,Female,25–29 years,"1,168","2,150",708,434,420,139,121,180,"5,303"
APR19,Female,30–34 years,"1,261","2,463",714,522,475,137,112,194,"5,854"
APR19,Female,35–39 years,"1,219","2,271",653,480,413,164,82,177,"5,442"
APR19,Female,40–44 years,"1,029","1,945",530,386,300,105,77,167,"4,524"
APR19,Female,45–49 years,865,"1,532",453,287,260,96,40,128,"3,648"
APR19,Female,50–54 years,600,"1,001",262,206,127,65,39,93,"2,387"
APR19,Female,55–59 years,382,619,179,133,74,40,25,64,"1,515"
APR19,Female,60–64 years,219,444,99,74,41,29,16,51,973
APR19,Female,65+ years,273,614,110,93,38,49,9,49,"1,233"
APR19,Female,All Females,"13,887","20,487","7,143","4,201","3,925","1,370",913,"1,960","53,758"
APR19,Male,0–4 years,"1,166","1,438",767,332,313,55,115,148,"4,328"
APR19,Male,5–9 years,841,"1,344",658,242,199,35,67,134,"3,517"
APR19,Male,10–14 years,845,969,524,213,191,21,46,153,"2,958"
APR19,Male,15–17 years,780,651,296,150,150,52,35,70,"2,181"
APR19,Male,18–19 years,576,527,216,84,124,75,31,36,"1,664"
APR19,Male,20–24 years,"1,023","1,073",438,153,255,115,56,62,"3,168"
APR19,Male,25–29 years,476,768,270,111,141,96,36,39,"1,932"
APR19,Male,30–34 years,514,801,327,144,175,89,49,55,"2,147"
APR19,Male,35–39 years,642,952,377,182,183,101,59,81,"2,564"
APR19,Male,40–44 years,675,970,402,193,170,95,59,83,"2,644"
APR19,Male,45–49 years,755,902,362,206,173,106,43,71,"2,608"
APR19,Male,50–54 years,543,653,277,124,129,82,31,88,"1,920"
APR19,Male,55–59 years,378,443,167,89,87,58,25,55,"1,292"
APR19,Male,60–64 years,223,297,114,64,40,26,14,40,814
APR19,Male,65+ years,282,474,115,81,43,50,21,51,"1,115"
APR19,Male,All Males,"9,719","12,262","5,310","2,368","2,373","1,056",687,"1,166","34,852"
APR19,Total,0–4 years,"2,280","2,751","1,505",626,636,99,195,279,"8,363"
APR19,Total,5–9 years,"1,643","2,542","1,253",502,419,68,118,293,"6,829"
APR19,Total,10–14 years,"1,736","1,959","1,046",425,379,62,83,330,"6,013"
APR19,Total,15–17 years,"2,030","1,468",729,368,393,162,85,198,"5,426"
APR19,Total,18–19 years,"1,509","1,442",590,256,369,189,96,111,"4,553"
APR19,Total,20–24 years,"2,904","3,288","1,211",583,813,319,165,249,"9,511"
APR19,Total,25–29 years,"1,644","2,918",978,545,561,235,157,219,"7,235"
APR19,Total,30–34 years,"1,775","3,264","1,041",666,650,226,161,249,"8,001"
APR19,Total,35–39 years,"1,861","3,223","1,030",662,596,265,141,258,"8,006"
APR19,Total,40–44 years,"1,704","2,915",932,579,470,200,136,250,"7,168"
APR19,Total,45–49 years,"1,620","2,434",815,493,433,202,83,199,"6,256"
APR19,Total,50–54 years,"1,143","1,654",539,330,256,147,70,181,"4,307"
APR19,Total,55–59 years,760,"1,062",346,222,161,98,50,119,"2,807"
APR19,Total,60–64 years,442,741,213,138,81,55,30,91,"1,787"
APR19,Total,65+ years,555,"1,088",225,174,81,99,30,100,"2,348"
APR19,Total,All Ages,"23,606","32,749","12,453","6,569","6,298","2,426","1,600","3,126","88,610"
MAR19,Female,0–4 years,"1,122","1,365",735,309,354,45,83,137,"4,144"
MAR19,Female,5–9 years,809,"1,215",602,257,249,41,54,165,"3,389"
MAR19,Female,10–14 years,913,"1,011",505,221,204,41,37,181,"3,109"
MAR19,Female,15–17 years,"1,194",841,448,219,259,111,52,125,"3,244"
MAR19,Female,18–19 years,965,882,378,180,244,122,72,90,"2,932"
MAR19,Female,20–24 years,"1,894","2,295",787,460,568,193,112,199,"6,490"
MAR19,Female,25–29 years,"1,222","2,230",741,483,461,140,133,188,"5,572"
MAR19,Female,30–34 years,"1,269","2,505",756,511,483,139,112,214,"5,959"
MAR19,Female,35–39 years,"1,269","2,303",676,499,428,165,79,211,"5,608"
MAR19,Female,40–44 years,"1,063","1,964",571,389,336,117,70,162,"4,661"
MAR19,Female,45–49 years,898,"1,571",452,305,266,98,43,137,"3,759"
MAR19,Female,50–54 years,635,995,284,205,138,69,38,93,"2,451"
MAR19,Female,55–59 years,380,646,180,145,83,42,32,67,"1,573"
MAR19,Female,60–64 years,221,406,108,85,45,27,17,44,952
MAR19,Female,65+ years,285,632,113,101,43,45,9,52,"1,280"
MAR19,Female,All Females,"14,139","20,861","7,336","4,369","4,161","1,395",943,"2,065","55,123"
MAR19,Male,0–4 years,"1,197","1,483",784,329,331,44,119,152,"4,426"
MAR19,Male,5–9 years,880,"1,347",669,262,226,37,67,156,"3,641"
MAR19,Male,10–14 years,911,"1,006",524,210,200,32,48,137,"3,064"
MAR19,Male,15–17 years,785,687,306,145,163,55,40,71,"2,249"
MAR19,Male,18–19 years,574,543,232,86,137,73,24,44,"1,712"
MAR19,Male,20–24 years,"1,046","1,079",450,155,280,129,62,62,"3,256"
MAR19,Male,25–29 years,469,795,296,128,162,100,34,46,"2,019"
MAR19,Male,30–34 years,516,854,330,149,169,89,45,64,"2,207"
MAR19,Male,35–39 years,679,"1,012",401,210,192,112,68,83,"2,740"
MAR19,Male,40–44 years,728,"1,014",389,221,175,101,61,90,"2,772"
MAR19,Male,45–49 years,743,947,371,199,170,122,40,83,"2,663"
MAR19,Male,50–54 years,548,690,270,134,145,85,32,93,"1,988"
MAR19,Male,55–59 years,416,420,163,107,80,58,23,58,"1,314"
MAR19,Male,60–64 years,237,284,115,73,46,28,13,41,836
MAR19,Male,65+ years,281,491,130,84,39,55,20,53,"1,150"
MAR19,Male,All Males,"10,010","12,652","5,430","2,492","2,515","1,120",696,"1,233","36,037"
MAR19,Total,0–4 years,"2,319","2,848","1,519",638,685,89,202,289,"8,570"
MAR19,Total,5–9 years,"1,689","2,562","1,271",519,475,78,121,321,"7,030"
MAR19,Total,10–14 years,"1,824","2,017","1,029",431,404,73,85,318,"6,173"
MAR19,Total,15–17 years,"1,979","1,528",754,364,422,166,92,196,"5,493"
MAR19,Total,18–19 years,"1,539","1,425",610,266,381,195,96,134,"4,644"
MAR19,Total,20–24 years,"2,940","3,374","1,237",615,848,322,174,261,"9,746"
MAR19,Total,25–29 years,"1,691","3,025","1,037",611,623,240,167,234,"7,591"
MAR19,Total,30–34 years,"1,785","3,359","1,086",660,652,228,157,278,"8,166"
MAR19,Total,35–39 years,"1,948","3,315","1,077",709,620,277,147,294,"8,348"
MAR19,Total,40–44 years,"1,791","2,978",960,610,511,218,131,252,"7,433"
MAR19,Total,45–49 years,"1,641","2,518",823,504,436,220,83,220,"6,422"
MAR19,Total,50–54 years,"1,183","1,685",554,339,283,154,70,186,"4,439"
MAR19,Total,55–59 years,796,"1,066",343,252,163,100,55,125,"2,887"
MAR19,Total,60–64 years,458,690,223,158,91,55,30,85,"1,788"
MAR19,Total,65+ years,566,"1,123",243,185,82,100,29,105,"2,430"
MAR19,Total,All Ages,"24,149","33,513","12,766","6,861","6,676","2,515","1,639","3,298","91,160"
FEB19,Female,0–4 years,"1,138","1,343",740,286,330,51,83,138,"4,104"
FEB19,Female,5–9 years,816,"1,173",561,236,236,39,62,155,"3,274"
FEB19,Female,10–14 years,911,"1,006",480,216,214,49,40,187,"3,096"
FEB19,Female,15–17 years,"1,158",820,439,209,248,107,52,137,"3,163"
FEB19,Female,18–19 years,955,905,368,176,230,107,74,92,"2,905"
FEB19,Female,20–24 years,"1,869","2,289",797,442,538,178,131,182,"6,409"
FEB19,Female,25–29 years,"1,217","2,201",694,427,457,142,143,161,"5,427"
FEB19,Female,30–34 years,"1,238","2,450",711,531,468,143,108,201,"5,821"
FEB19,Female,35–39 years,"1,255","2,278",667,462,396,143,88,183,"5,455"
FEB19,Female,40–44 years,"1,051","2,030",574,371,321,108,65,155,"4,655"
FEB19,Female,45–49 years,852,"1,540",447,302,249,89,38,117,"3,621"
FEB19,Female,50–54 years,622,994,257,197,123,80,36,83,"2,386"
FEB19,Female,55–59 years,357,657,179,122,93,37,33,59,"1,531"
FEB19,Female,60–64 years,219,418,97,70,46,33,16,43,941
FEB19,Female,65+ years,276,656,117,94,37,45,9,50,"1,283"
FEB19,Female,All Females,"13,934","20,760","7,128","4,141","3,986","1,351",978,"1,943","54,071"
FEB19,Male,0–4 years,"1,200","1,434",804,331,312,50,116,142,"4,381"
FEB19,Male,5–9 years,863,"1,296",640,248,218,40,58,144,"3,502"
FEB19,Male,10–14 years,866,"1,018",492,207,204,32,42,150,"3,005"
FEB19,Male,15–17 years,781,676,311,134,158,58,42,86,"2,244"
FEB19,Male,18–19 years,569,567,217,88,133,73,29,45,"1,720"
FEB19,Male,20–24 years,"1,025","1,066",452,151,279,119,61,66,"3,212"
FEB19,Male,25–29 years,481,769,279,131,176,100,43,51,"2,028"
FEB19,Male,30–34 years,520,826,323,162,172,88,48,54,"2,183"
FEB19,Male,35–39 years,655,984,402,197,207,114,71,75,"2,695"
FEB19,Male,40–44 years,705,981,397,186,188,92,70,71,"2,686"
FEB19,Male,45–49 years,728,897,369,190,178,121,42,81,"2,598"
FEB19,Male,50–54 years,544,678,280,131,129,92,40,78,"1,962"
FEB19,Male,55–59 years,377,397,177,106,94,58,27,61,"1,291"
FEB19,Male,60–64 years,228,288,111,62,43,35,12,42,818
FEB19,Male,65+ years,272,501,126,86,37,46,17,48,"1,129"
FEB19,Male,All Males,"9,814","12,378","5,380","2,410","2,528","1,118",718,"1,194","35,454"
FEB19,Total,0–4 years,"2,338","2,777","1,544",617,642,101,199,280,"8,485"
FEB19,Total,5–9 years,"1,679","2,469","1,201",484,454,79,120,299,"6,776"
FEB19,Total,10–14 years,"1,777","2,024",972,423,418,81,82,337,"6,101"
FEB19,Total,15–17 years,"1,939","1,496",750,343,406,165,94,223,"5,407"
FEB19,Total,18–19 years,"1,524","1,472",585,264,363,180,103,137,"4,625"
FEB19,Total,20–24 years,"2,894","3,355","1,249",593,817,297,192,248,"9,621"
FEB19,Total,25–29 years,"1,698","2,970",973,558,633,242,186,212,"7,455"
FEB19,Total,30–34 years,"1,758","3,276","1,034",693,640,231,156,255,"8,004"
FEB19,Total,35–39 years,"1,910","3,262","1,069",659,603,257,159,258,"8,150"
FEB19,Total,40–44 years,"1,756","3,011",971,557,509,200,135,226,"7,341"
FEB19,Total,45–49 years,"1,580","2,437",816,492,427,210,80,198,"6,219"
FEB19,Total,50–54 years,"1,166","1,672",537,328,252,172,76,161,"4,348"
FEB19,Total,55–59 years,734,"1,054",356,228,187,95,60,120,"2,822"
FEB19,Total,60–64 years,447,706,208,132,89,68,28,85,"1,759"
FEB19,Total,65+ years,548,"1,157",243,180,74,91,26,98,"2,412"
FEB19,Total,All Ages,"23,748","33,138","12,508","6,551","6,514","2,469","1,696","3,137","89,525"
JAN19,Female,0–4 years,"1,109","1,301",764,308,314,47,86,141,"4,064"
JAN19,Female,5–9 years,841,"1,120",595,265,231,27,65,175,"3,316"
JAN19,Female,10–14 years,859,998,483,214,183,43,37,184,"2,997"
JAN19,Female,15–17 years,"1,109",805,443,212,251,98,55,138,"3,108"
